ID,Name,Age,Nationality,Team,League,Value,Wage,Attacking,Movement,Defending,Goalkeeping,Overall rating,Position,Height,Preferred foot
193301,A. Lacazette,32,France,Olympique Lyonnais,Ligue 1 (France),€29.5M,€60K,79.0,78.6,38.7,7.4,83,ST,175cm,Right
190460,C. Eriksen,31,Denmark,Manchester United,Premier League (England),€30M,€145K,76.4,67.2,44.0,8.6,83,CM,181cm,Right
190286,Canales,32,Spain,No Team,Free Agent,€0,€0,71.8,82.8,66.3,13.6,83,RM,176cm,Left
189511,Sergio Busquets,34,Spain,Inter Miami,Major League Soccer (United States),€12.5M,€14K,66.8,53.8,81.7,9.6,83,CDM,189cm,Right
189332,Jordi Alba,34,Spain,Inter Miami,Major League Soccer (United States),€13.5M,€14K,77.4,84.0,76.0,12.0,83,LB,170cm,Left
188350,M. Reus,34,Germany,Borussia Dortmund,Bundesliga (Germany),€17M,€66K,76.0,75.6,55.0,12.2,83,CAM,180cm,Right
187961,Paulinho,32,Brazil,Al Ahli Jeddah,Pro League (Saudi Arabia),€28.5M,€61K,78.4,76.6,78.0,11.4,83,CM,183cm,Right
183898,Á. Di María,35,Argentina,Benfica,Liga Portugal (Portugal),€15.5M,€19K,75.4,80.6,49.3,10.2,83,CAM,180cm,Left
180930,E. Džeko,37,Bosnia and Herzegovina,Fenerbahçe,Super Lig (Turkey),€12.5M,€43K,80.2,63.4,32.7,12.6,83,ST,193cm,Right
178603,M. Hummels,34,Germany,Borussia Dortmund,Bundesliga (Germany),€12M,€60K,70.2,62.4,85.0,8.4,83,CB,191cm,Right
170481,E. Garay,32,Argentina,Valencia,La Liga (Spain),€16.5M,€48K,63.2,48.8,82.0,12.0,83,CB,189cm,Right
169195,Renato Augusto,32,Brazil,Beijing Guoan,Super League (China PR),€28.5M,€33K,76.0,75.2,70.7,11.2,83,CM,186cm,Right
168542,David Silva,36,Spain,Real Sociedad,La Liga (Spain),€12M,€37K,75.2,75.0,46.7,9.2,83,CAM,173cm,Left
155862,Sergio Ramos,37,Spain,Sevilla,La Liga (Spain),€6.5M,€28K,72.6,66.6,82.3,9.2,83,CB,184cm,Right
139869,W. Sneijder,33,Netherlands,Nice,Ligue 1 (France),€15.5M,€50K,70.8,74.8,36.7,10.0,83,CAM,170cm,Right
5003,Cafu,37,Brazil,Milan,Serie A (Italy),€0,€0,54.0,46.0,58.0,15.8,83,CF,176cm,Right
1615,L. Thuram,35,France,FC Barcelona,La Liga (Spain),€0,€0,48.6,47.2,55.7,14.2,83,CB,185cm,Right
253072,D. Núñez,24,Uruguay,Liverpool,Premier League (England),€48.5M,€120K,75.6,81.6,38.7,11.8,82,ST,187cm,Right
252145,Nuno Mendes,21,Portugal,Paris Saint Germain,Ligue 1 (France),€43.5M,€63K,65.4,84.8,77.7,10.0,82,LB,176cm,Left
251517,J. Gvardiol,21,Croatia,Manchester City,Premier League (England),€44.5M,€95K,62.2,74.0,83.0,7.8,82,CB,185cm,Left
248243,E. Camavinga,20,France,Real Madrid,La Liga (Spain),€56.5M,€110K,69.4,79.2,79.7,10.0,82,CM,182cm,Left
246242,B. Dia,26,Senegal,Salernitana,Serie A (Italy),€40.5M,€51K,72.4,77.4,19.7,12.0,82,ST,180cm,Right
244369,V. Tsygankov,25,Ukraine,Girona,La Liga (Spain),€40.5M,€37K,71.2,80.2,45.3,9.8,82,CAM,178cm,Left
243580,L. Openda,23,Belgium,RB Leipzig,Bundesliga (Germany),€44M,€65K,75.0,87.2,23.7,9.6,82,ST,177cm,Right
243245,O. Kökçü,22,Turkey,Benfica,Liga Portugal (Portugal),€44M,€18K,69.4,75.2,70.7,8.6,82,CM,175cm,Right
241788,M. Taremi,30,Iran,Porto,Liga Portugal (Portugal),€30M,€23K,77.2,75.8,34.7,10.4,82,ST,185cm,Right
241671,D. Livaković,28,Croatia,Fenerbahçe,Super Lig (Turkey),€26M,€38K,19.6,57.6,21.7,79.2,82,GK,187cm,Right
241461,Ferran Torres,23,Spain,FC Barcelona,La Liga (Spain),€48M,€150K,77.4,82.0,29.0,11.8,82,CAM,184cm,Right
240950,Pedro Gonçalves,25,Portugal,Sporting CP,Liga Portugal (Portugal),€40.5M,€22K,73.0,81.4,55.3,11.2,82,CAM,173cm,Right
240091,G. Vicario,26,Italy,Tottenham Hotspur,Premier League (England),€30.5M,€76K,12.4,41.2,15.7,82.2,82,GK,188cm,Right
239837,A. Mac Allister,24,Argentina,Liverpool,Premier League (England),€39.5M,€110K,75.4,74.8,70.3,11.2,82,CAM,176cm,Right
236772,D. Szoboszlai,22,Hungary,Liverpool,Premier League (England),€44.5M,€110K,77.6,78.6,45.0,9.8,82,CAM,186cm,Right
236401,N. Mazraoui,25,Morocco,FC Bayern München,Bundesliga (Germany),€37M,€65K,70.4,78.6,79.0,11.2,82,RWB,183cm,Right
235790,K. Havertz,24,Germany,Arsenal,Premier League (England),€46M,€110K,79.6,76.4,41.0,9.4,82,CAM,190cm,Left
235410,Y. En-Nesyri,26,Morocco,Sevilla,La Liga (Spain),€36.5M,€42K,75.4,69.8,28.3,11.6,82,ST,188cm,Left
234642,É. Mendy,31,Senegal,Al Ahli Jeddah,Pro League (Saudi Arabia),€16M,€38K,17.6,46.4,11.3,80.8,82,GK,197cm,Right
234577,Diogo Costa,23,Portugal,Porto,Liga Portugal (Portugal),€39M,€13K,17.6,46.0,14.3,80.6,82,GK,192cm,Right
233486,R. Le Normand,26,Spain,Real Sociedad,La Liga (Spain),€40M,€41K,51.0,59.6,83.3,12.2,82,CB,187cm,Right
233084,N. Molina,25,Argentina,Atlético Madrid,La Liga (Spain),€39.5M,€59K,71.0,81.8,78.3,9.6,82,RWB,175cm,Right
233049,J. Sancho,23,England,Manchester United,Premier League (England),€43.5M,€130K,71.2,82.4,30.7,10.4,82,CAM,180cm,Right
232498,Isi Palazón,28,Spain,Rayo Vallecano,La Liga (Spain),€30.5M,€32K,68.6,82.6,39.0,11.4,82,RM,169cm,Left
232488,C. Romero,25,Argentina,Tottenham Hotspur,Premier League (England),€38M,€89K,59.6,71.2,84.0,9.4,82,CB,185cm,Right
231591,Javi Galán,28,Spain,Atlético Madrid,La Liga (Spain),€27.5M,€65K,68.4,77.4,81.7,10.4,82,LB,172cm,Left
231447,D. Malen,24,Netherlands,Borussia Dortmund,Bundesliga (Germany),€39.5M,€52K,75.6,86.4,32.3,9.8,82,ST,178cm,Right
230938,F. Kessié,26,Côte d'Ivoire,Al Ahli Jeddah,Pro League (Saudi Arabia),€34M,€46K,69.6,76.6,81.0,10.8,82,CDM,183cm,Right
230375,Josué Chiamulera,31,Brazil,Athletico Paranaense,Serie A (Brazil),€21M,€23K,55.8,74.8,84.7,13.8,82,CB,185cm,Right
230182,Lucas Mantela,23,Brazil,Palmeiras,Serie A (Brazil),€26M,€33K,18.0,47.2,17.0,81.8,82,GK,183cm,Right
229668,Mario Hermoso,28,Spain,Atlético Madrid,La Liga (Spain),€29M,€65K,63.6,72.0,82.0,8.8,82,CB,184cm,Left
229558,D. Upamecano,24,France,FC Bayern München,Bundesliga (Germany),€39.5M,€59K,55.4,75.6,82.0,9.0,82,CB,186cm,Right
229237,M. Akanji,27,Switzerland,Manchester City,Premier League (England),€30.5M,€130K,59.2,73.8,83.3,9.4,82,CB,187cm,Right
228618,F. Mendy,28,France,Real Madrid,La Liga (Spain),€27.5M,€160K,68.6,84.6,77.7,10.2,82,LB,180cm,Left
227535,R. Bentancur,26,Uruguay,Tottenham Hotspur,Premier League (England),€39.5M,€100K,72.6,73.0,80.0,11.0,82,CM,187cm,Right
226268,F. Dimarco,25,Italy,Inter,Serie A (Italy),€37M,€82K,72.0,79.4,76.3,8.6,82,LWB,175cm,Left
225850,P. Kimpembe,27,France,Paris Saint Germain,Ligue 1 (France),€32.5M,€88K,56.8,72.8,81.7,10.6,82,CB,189cm,Left
225341,David García,29,Spain,Osasuna,La Liga (Spain),€28M,€39K,60.0,59.4,83.0,9.8,82,CB,185cm,Right
224987,I. Provedel,29,Italy,Lazio,Serie A (Italy),€21M,€51K,27.2,48.2,21.7,81.2,82,GK,192cm,Right
223959,L. Torreira,27,Uruguay,Galatasaray,Super Lig (Turkey),€33M,€53K,69.0,82.6,81.0,7.8,82,CDM,166cm,Right
223334,Joelinton,26,Brazil,Newcastle United,Premier League (England),€35.5M,€125K,73.8,75.6,79.3,11.2,82,CM,186cm,Right
223197,E. Ünal,26,Turkey,Getafe,La Liga (Spain),€38M,€44K,77.6,75.8,37.0,11.2,82,ST,187cm,Right
222077,M. Locatelli,25,Italy,Juventus,Serie A (Italy),€38.5M,€105K,71.6,67.4,79.3,11.8,82,CM,185cm,Right
220502,M. Zaccagni,28,Italy,Lazio,Serie A (Italy),€30.5M,€73K,73.8,86.8,55.0,11.6,82,LW,177cm,Right
219522,J. Ledesma,30,Argentina,Cádiz,La Liga (Spain),€20.5M,€32K,21.0,51.8,14.7,80.0,82,GK,186cm,Right
216393,Y. Tielemans,26,Belgium,Aston Villa,Premier League (England),€37.5M,€100K,77.2,63.6,68.7,10.0,82,CM,176cm,Right
216320,S. Fofana,28,Côte d'Ivoire,Al Nassr,Pro League (Saudi Arabia),€30.5M,€59K,68.8,72.2,73.0,9.4,82,CM,185cm,Right
214997,Á. Correa,28,Argentina,Atlético Madrid,La Liga (Spain),€31M,€77K,78.2,86.4,46.3,11.2,82,RW,171cm,Right
213565,T. Lemar,27,France,Atlético Madrid,La Liga (Spain),€35M,€68K,74.8,84.8,66.7,12.0,82,CAM,171cm,Left
213516,Ricardo Horta,28,Portugal,Sporting Braga,Liga Portugal (Portugal),€30.5M,€24K,75.8,82.0,37.0,9.4,82,CAM,173cm,Right
212814,João Mário,30,Portugal,Benfica,Liga Portugal (Portugal),€29.5M,€21K,74.0,76.0,68.7,9.0,82,RM,179cm,Right
212242,R. Andrich,28,Germany,Bayer 04 Leverkusen,Bundesliga (Germany),€27M,€65K,73.8,63.4,81.0,10.8,82,CDM,186cm,Right
212188,T. Werner,27,Germany,RB Leipzig,Bundesliga (Germany),€35.5M,€73K,76.6,84.4,27.7,10.0,82,ST,180cm,Right
212096,V. Grifo,30,Italy,SC Freiburg,Bundesliga (Germany),€29.5M,€41K,73.4,76.0,36.3,10.4,82,LM,180cm,Right
211738,M. Flekken,30,Netherlands,Brentford,Premier League (England),€20.5M,€56K,18.8,43.6,16.0,80.8,82,GK,195cm,Right
211688,Gayà,28,Spain,Valencia,La Liga (Spain),€27.5M,€46K,67.2,81.2,81.0,10.6,82,LB,172cm,Left
210411,Otávio,28,Portugal,Al Nassr,Pro League (Saudi Arabia),€30.5M,€59K,71.2,81.4,66.3,11.4,82,RM,171cm,Right
210047,F. Schär,31,Switzerland,Newcastle United,Premier League (England),€21M,€115K,69.8,61.0,82.7,10.6,82,CB,188cm,Right
209889,R. Guerreiro,29,Portugal,FC Bayern München,Bundesliga (Germany),€27M,€72K,74.4,80.2,78.0,9.0,82,CAM,170cm,Left
207410,M. Kovačić,29,Croatia,Manchester City,Premier League (England),€29.5M,€150K,68.2,78.6,72.0,6.8,82,CM,177cm,Right
204963,Carvajal,31,Spain,Real Madrid,La Liga (Spain),€22M,€155K,66.0,80.4,78.7,13.0,82,RB,173cm,Right
204935,J. Pickford,29,England,Everton,Premier League (England),€25M,€45K,25.8,57.8,17.7,82.8,82,GK,185cm,Left
204639,S. Savić,32,Montenegro,Atlético Madrid,La Liga (Spain),€20M,€62K,50.6,63.4,84.3,13.2,82,CB,187cm,Right
204525,Iñigo Martínez,32,Spain,FC Barcelona,La Liga (Spain),€20M,€145K,57.6,69.8,83.0,12.6,82,CB,182cm,Left
201942,Roberto Firmino,31,Brazil,Al Ahli Jeddah,Pro League (Saudi Arabia),€25.5M,€55K,78.0,79.0,52.7,8.8,82,CAM,181cm,Right
199503,G. Xhaka,30,Switzerland,Bayer 04 Leverkusen,Bundesliga (Germany),€29M,€68K,67.8,57.4,76.3,9.2,82,CM,185cm,Left
199482,A. Lopes,32,Portugal,Olympique Lyonnais,Ligue 1 (France),€15M,€37K,19.6,67.6,13.7,79.6,82,GK,184cm,Left
199434,D. Tadić,34,Serbia,Fenerbahçe,Super Lig (Turkey),€14.5M,€52K,79.8,72.8,37.0,12.2,82,LW,181cm,Left
198176,S. de Vrij,31,Netherlands,Inter,Serie A (Italy),€21M,€86K,51.2,66.0,83.7,10.4,82,CB,189cm,Right
196978,C. Wilson,31,England,Newcastle United,Premier League (England),€25.5M,€135K,75.4,78.4,35.3,9.8,82,ST,180cm,Right
195864,P. Pogba,30,France,Juventus,Serie A (Italy),€29M,€120K,77.6,67.8,61.3,4.0,82,CM,191cm,Right
192774,K. Manolas,30,Greece,Olympiakos Piraeus,Super League (Greece),€25M,€2K,42.6,73.2,83.3,9.8,82,CB,189cm,Right
192366,N. Otamendi,35,Argentina,Benfica,Liga Portugal (Portugal),€8M,€14K,63.2,65.0,82.7,9.6,82,CB,183cm,Right
192318,M. Götze,31,Germany,Eintracht Frankfurt,Bundesliga (Germany),€25M,€53K,74.6,73.6,53.0,9.8,82,CAM,176cm,Right
184134,Fernando,35,Brazil,Sevilla,La Liga (Spain),€8.5M,€25K,65.4,67.8,83.0,5.8,82,CDM,183cm,Right
178509,O. Giroud,36,France,Milan,Serie A (Italy),€10.5M,€66K,81.6,55.8,31.3,9.8,82,ST,193cm,Left
176769,Jonas,34,Brazil,Benfica,Liga Portugal (Portugal),€11.5M,€20K,79.2,71.0,30.7,8.6,82,CF,181cm,Right
173608,Joselu,33,Spain,Real Madrid,La Liga (Spain),€19.5M,€19K,77.6,60.6,24.7,10.4,82,ST,192cm,Right
167948,H. Lloris,36,France,Tottenham Hotspur,Premier League (England),€3.4M,€49K,19.4,61.8,18.0,79.4,82,GK,188cm,Left
162835,S. Handanovič,37,Slovenia,Inter,Serie A (Italy),€3.4M,€39K,17.2,48.6,16.0,78.8,82,GK,193cm,Right
152729,Piqué,35,Spain,FC Barcelona,La Liga (Spain),€8M,€105K,68.4,55.6,82.0,11.6,82,CB,194cm,Right
139720,V. Kompany,33,Belgium,Anderlecht,Jupiler Pro League (Belgium),€10.5M,€29K,61.6,53.4,83.0,7.6,82,CB,190cm,Right
53302,D. De Rossi,35,Italy,Boca Juniors,Liga Profesional (Argentina),€7M,€23K,68.6,66.4,84.0,9.8,82,CB,184cm,Right
45197,Xabi Alonso,34,Spain,FC Bayern München,Bundesliga (Germany),€6M,€100K,73.4,53.0,68.7,9.0,82,CM,183cm,Right
1256,C. Seedorf,37,Netherlands,Botafogo,Serie A (Brazil),€2.2M,€60K,74.4,69.0,49.3,13.6,82,CAM,177cm,Right
1183,F. Cannavaro,35,Italy,Juventus,Serie A (Italy),€0,€0,45.0,43.4,56.7,13.6,82,CB,176cm,Right
263578,Balde,19,Spain,FC Barcelona,La Liga (Spain),€53M,€70K,61.6,82.8,77.0,8.6,81,LB,175cm,Left
255475,Antony,23,Brazil,Manchester United,Premier League (England),€40.5M,€120K,68.2,86.0,41.7,10.8,81,CAM,172cm,Left
253306,M. Ugarte,22,Uruguay,Paris Saint Germain,Ligue 1 (France),€36.5M,€69K,59.4,70.0,79.0,10.6,81,CDM,182cm,Right
252308,A. Al Musrati,27,Libya,Sporting Braga,Liga Portugal (Portugal),€26.5M,€19K,65.6,60.0,80.3,9.0,81,CDM,189cm,Right
251892,Beto,25,Portugal,Everton,Premier League (England),€33M,€56K,69.0,74.4,19.3,10.8,81,ST,194cm,Right
247394,D. Kulusevski,23,Sweden,Tottenham Hotspur,Premier League (England),€37M,€90K,75.0,76.2,56.3,8.8,81,CAM,186cm,Left
247263,E. Tapsoba,24,Burkina Faso,Bayer 04 Leverkusen,Bundesliga (Germany),€33M,€49K,58.2,71.6,81.0,10.0,81,CB,194cm,Right
246172,S. Chukwueze,24,Nigeria,Milan,Serie A (Italy),€39M,€71K,68.8,84.8,35.0,8.4,81,CAM,172cm,Left
244675,Sancet,23,Spain,Athletic Club,La Liga (Spain),€40.5M,€31K,74.4,75.8,57.7,10.8,81,CAM,188cm,Right
244263,A. Rrahmani,29,Kosovo,Napoli,Serie A (Italy),€21.5M,€61K,55.6,60.0,83.7,9.6,81,CB,192cm,Right
243630,J. David,23,Canada,LOSC Lille,Ligue 1 (France),€35.5M,€41K,76.0,78.4,25.7,7.8,81,ST,175cm,Right
243576,Pedro Porro,23,Spain,Tottenham Hotspur,Premier League (England),€32.5M,€74K,71.0,78.2,75.0,9.6,81,RM,173cm,Right
242444,João Félix,23,Portugal,FC Barcelona,La Liga (Spain),€41M,€60K,77.6,82.8,35.7,13.2,81,CAM,181cm,Right
240690,N. González,25,Argentina,Fiorentina,Serie A (Italy),€34M,€68K,77.2,81.6,41.0,7.6,81,LM,180cm,Left
239093,J. Clauss,30,France,Olympique de Marseille,Ligue 1 (France),€22M,€46K,68.6,80.4,71.7,13.4,81,RWB,178cm,Right
237678,I. Konaté,24,France,Liverpool,Premier League (England),€37M,€90K,49.6,68.4,82.0,9.8,81,CB,194cm,Right
236786,M. Terrier,26,France,Rennes,Ligue 1 (France),€30.5M,€58K,78.0,78.0,33.0,8.6,81,ST,184cm,Right
236276,A. Danjuma,26,Netherlands,Everton,Premier League (England),€31M,€45K,76.4,83.0,44.7,11.0,81,ST,178cm,Right
236045,Reinildo,29,Mozambique,Atlético Madrid,La Liga (Spain),€22.5M,€60K,67.4,78.8,80.3,9.8,81,LB,180cm,Left
235944,Brais Méndez,26,Spain,Real Sociedad,La Liga (Spain),€30M,€42K,77.2,71.2,64.3,9.0,81,CAM,187cm,Left
235844,E. Álvarez,25,Mexico,West Ham United,Premier League (England),€31M,€71K,68.6,68.0,81.3,8.2,81,CB,187cm,Right
235173,I. Sangaré,25,Côte d'Ivoire,Nottingham Forest,Premier League (England),€31M,€70K,67.8,70.4,81.0,8.8,81,CDM,191cm,Right
233927,Lucas Paquetá,25,Brazil,West Ham United,Premier League (England),€34M,€78K,74.8,75.2,67.3,11.4,81,CAM,180cm,Left
233731,A. Isak,23,Sweden,Newcastle United,Premier League (England),€39.5M,€110K,76.2,80.2,32.7,8.0,81,ST,192cm,Right
233195,X. Schlager,25,Austria,RB Leipzig,Bundesliga (Germany),€31M,€54K,61.8,76.2,75.7,8.2,81,CDM,174cm,Left
233096,D. Dumfries,27,Netherlands,Inter,Serie A (Italy),€27M,€80K,68.4,74.8,77.3,10.8,81,RWB,188cm,Right
233064,M. Mount,24,England,Manchester United,Premier League (England),€35M,€110K,75.6,74.8,56.7,11.2,81,CAM,181cm,Right
232730,D. Kamada,26,Japan,Lazio,Serie A (Italy),€30.5M,€60K,70.6,80.8,54.7,8.8,81,CAM,184cm,Right
230977,M. Almirón,29,Paraguay,Newcastle United,Premier League (England),€25.5M,€130K,69.8,82.4,55.7,10.6,81,RW,174cm,Left
230899,A. Lookman,25,Nigeria,Atalanta,Serie A (Italy),€33M,€62K,74.4,86.4,24.7,10.8,81,ST,174cm,Right
230430,Oswaldinato,31,Brazil,Flamengo,Serie A (Brazil),€22M,€54K,75.6,75.2,14.7,8.6,81,ST,184cm,Right
230384,Nailton Suzuki,27,Brazil,Atlético Mineiro,Serie A (Brazil),€27.5M,€47K,70.2,77.2,48.0,9.0,81,CAM,180cm,Right
230347,Welington Dano,23,Brazil,Atlético Mineiro,Serie A (Brazil),€27M,€37K,65.4,80.4,76.0,12.0,81,LB,178cm,Left
230258,Rosival Dourado,23,Brazil,Corinthians,Serie A (Brazil),€26.5M,€31K,64.6,76.4,83.0,12.4,81,CDM,175cm,Right
230256,Adryan Zonta,31,Brazil,Bragantino,Serie A (Brazil),€18.5M,€23K,70.2,85.2,71.3,12.0,81,LWB,172cm,Left
229984,B. Chilwell,26,England,Chelsea,Premier League (England),€31M,€105K,71.2,73.8,79.0,9.6,81,LB,180cm,Left
228881,D. Calabria,26,Italy,Milan,Serie A (Italy),€31M,€68K,64.8,79.8,80.7,11.2,81,RB,177cm,Right
227950,Yeray,28,Spain,Athletic Club,La Liga (Spain),€24.5M,€34K,60.8,67.8,82.7,10.4,81,CB,182cm,Right
226271,Fabián Ruiz,27,Spain,Paris Saint Germain,Ligue 1 (France),€27.5M,€89K,73.6,64.6,74.3,12.0,81,CM,189cm,Left
226226,G. Lo Celso,27,Argentina,Tottenham Hotspur,Premier League (England),€29.5M,€95K,73.6,76.8,68.3,11.2,81,CAM,177cm,Left
225126,E. Skhiri,28,Tunisia,Eintracht Frankfurt,Bundesliga (Germany),€25M,€46K,71.4,69.4,78.0,13.0,81,CDM,185cm,Right
222737,Malcom,26,Brazil,Al Hilal,Pro League (Saudi Arabia),€30.5M,€52K,73.6,84.2,22.0,10.6,81,CAM,172cm,Left
221992,H. Lozano,27,Mexico,PSV,Eredivisie (Netherlands),€27.5M,€27K,72.0,87.4,35.3,11.8,81,RW,175cm,Right
219693,Diego Carlos,30,Brazil,Aston Villa,Premier League (England),€21M,€86K,51.2,64.8,81.3,9.8,81,CB,186cm,Right
216409,M. Politano,29,Italy,Napoli,Serie A (Italy),€25.5M,€72K,70.0,84.8,40.3,9.6,81,RW,171cm,Left
216388,A. Saint-Maximin,26,France,Al Ahli Jeddah,Pro League (Saudi Arabia),€30.5M,€47K,68.4,87.6,26.0,9.0,81,LM,173cm,Right
216354,A. Kramarić,32,Croatia,TSG Hoffenheim,Bundesliga (Germany),€21M,€50K,76.4,78.6,27.0,11.6,81,CF,177cm,Right
216201,Iñaki Williams,29,Ghana,Athletic Club,La Liga (Spain),€25.5M,€37K,75.2,82.4,41.3,13.2,81,RM,186cm,Right
215333,D. Zapata,32,Colombia,Torino,Serie A (Italy),€21M,€65K,72.6,70.8,30.0,8.0,81,ST,189cm,Right
215316,G. Rulli,31,Argentina,Ajax,Eredivisie (Netherlands),€13.5M,€17K,18.2,59.0,15.0,80.0,81,GK,189cm,Right
214097,B. Bourigeaud,29,France,Rennes,Ligue 1 (France),€25M,€61K,77.2,74.4,63.3,12.4,81,CM,178cm,Right
214047,M. Uribe,31,Colombia,Porto,Liga Portugal (Portugal),€21M,€19K,69.4,76.0,80.3,13.2,81,CM,183cm,Right
213331,J. Tah,27,Germany,Bayer 04 Leverkusen,Bundesliga (Germany),€26M,€57K,52.0,59.4,81.0,9.8,81,CB,195cm,Right
212823,Gabriel Barbosa,22,Brazil,Inter,Serie A (Italy),€23.5M,€71K,76.8,81.8,25.3,8.8,81,CF,178cm,Left
212523,Anderson Talisca,29,Brazil,Al Nassr,Pro League (Saudi Arabia),€25.5M,€59K,77.2,76.4,47.3,11.8,81,ST,189cm,Left
211990,O. Vlachodimos,29,Greece,Nottingham Forest,Premier League (England),€21.5M,€63K,16.2,53.8,14.3,77.8,81,GK,190cm,Right
210385,Rui Silva,29,Portugal,Real Betis,La Liga (Spain),€17.5M,€25K,19.2,38.4,18.0,80.0,81,GK,191cm,Right
209519,G. Laborde,29,France,Nice,Ligue 1 (France),€25.5M,€61K,81.0,73.4,31.7,12.2,81,ST,181cm,Left
209297,Fred,30,Brazil,Fenerbahçe,Super Lig (Turkey),€24.5M,€44K,68.4,83.0,76.3,12.8,81,CM,169cm,Left
208920,N. Aké,28,Netherlands,Manchester City,Premier League (England),€24.5M,€125K,64.8,73.2,83.0,10.0,81,CB,180cm,Left
208618,Lucas Vázquez,32,Spain,Real Madrid,La Liga (Spain),€18M,€140K,70.6,81.2,73.7,10.0,81,RB,173cm,Right
208268,B. Cristante,28,Italy,Roma,Serie A (Italy),€25M,€71K,73.2,60.4,78.0,3.8,81,CDM,186cm,Right
207566,William Carvalho,31,Portugal,Real Betis,La Liga (Spain),€18M,€30K,67.2,50.4,74.0,9.0,81,CDM,187cm,Right
207421,L. Trossard,28,Belgium,Arsenal,Premier League (England),€26.5M,€130K,76.2,83.8,26.3,9.4,81,CF,171cm,Right
206585,Kepa,28,Spain,Real Madrid,La Liga (Spain),€22M,€90K,26.4,43.6,17.7,81.0,81,GK,189cm,Right
206511,M. Arnold,29,Germany,VfL Wolfsburg,Bundesliga (Germany),€22M,€55K,73.4,69.0,77.0,10.2,81,CDM,184cm,Left
205175,A. Milik,29,Poland,Juventus,Serie A (Italy),€25.5M,€125K,78.2,65.8,33.7,12.4,81,ST,186cm,Left
204883,B. Samba,29,France,Lens,Ligue 1 (France),€21.5M,€37K,19.0,56.0,12.7,80.2,81,GK,187cm,Left
204614,Mário Rui,32,Portugal,Napoli,Serie A (Italy),€18M,€58K,64.0,83.6,77.0,9.8,81,LB,170cm,Left
201995,Felipe Anderson,30,Brazil,Lazio,Serie A (Italy),€25M,€65K,75.4,85.4,59.3,8.6,81,RW,175cm,Right
201455,G. Kondogbia,30,Central African Republic,Olympique de Marseille,Ligue 1 (France),€24.5M,€50K,70.8,70.0,80.7,10.6,81,CDM,188cm,Left
201399,M. Icardi,30,Argentina,Galatasaray,Super Lig (Turkey),€25.5M,€58K,76.4,69.6,32.3,8.6,81,ST,181cm,Right
200888,Danilo Pereira,31,Portugal,Paris Saint Germain,Ligue 1 (France),€18M,€81K,66.2,56.0,77.3,11.6,81,CDM,188cm,Right
200647,J. Iličić,34,Slovenia,Atalanta,Serie A (Italy),€12.5M,€65K,76.0,76.6,33.0,10.4,81,CAM,190cm,Left
200260,S. Berghuis,31,Netherlands,Ajax,Eredivisie (Netherlands),€21.5M,€23K,74.6,78.4,37.0,9.8,81,CAM,182cm,Left
199915,L. Dunk,31,England,Brighton & Hove Albion,Premier League (England),€17.5M,€86K,52.2,49.8,81.7,11.6,81,CB,192cm,Right
199304,Danilo,31,Brazil,Juventus,Serie A (Italy),€17.5M,€100K,72.2,70.6,82.7,10.6,81,CB,184cm,Right
198717,W. Zaha,30,Côte d'Ivoire,Galatasaray,Super Lig (Turkey),€25M,€58K,69.2,81.6,36.3,12.2,81,LW,180cm,Right
198710,J. Rodríguez,29,Colombia,Everton,Premier League (England),€25.5M,€105K,81.8,68.6,45.7,12.8,81,CAM,180cm,Left
198219,L. Insigne,32,Italy,Toronto,Major League Soccer (Canada),€20.5M,€14K,73.8,83.6,33.0,9.0,81,CAM,163cm,Right
197655,S. Coates,32,Uruguay,Sporting CP,Liga Portugal (Portugal),€16.5M,€18K,55.0,54.8,82.7,14.6,81,CB,196cm,Right
193525,Mário Fernandes,30,Russia,CSKA Moskva,Premier League (Russia),€22M,€53K,67.8,76.4,81.0,12.8,81,RB,187cm,Right
192883,H. Mkhitaryan,34,Armenia,Inter,Serie A (Italy),€12M,€87K,76.4,81.4,53.0,8.4,81,CAM,177cm,Right
192563,B. Leno,31,Germany,Fulham,Premier League (England),€13.5M,€70K,18.2,55.6,20.0,79.8,81,GK,189cm,Right
191202,N. Matić,34,Serbia,Rennes,Ligue 1 (France),€9M,€53K,70.6,49.4,78.3,11.4,81,CDM,194cm,Left
190941,L. Hrádecký,33,Finland,Bayer 04 Leverkusen,Bundesliga (Germany),€8.5M,€46K,14.4,49.0,11.0,78.0,81,GK,192cm,Right
189575,Muniain,30,Spain,Athletic Club,La Liga (Spain),€25M,€36K,70.4,85.2,50.3,9.0,81,CAM,170cm,Right
184941,A. Sánchez,34,Chile,Inter,Serie A (Italy),€12.5M,€95K,79.4,80.6,41.3,12.0,81,CAM,169cm,Right
184087,T. Alderweireld,34,Belgium,Antwerp,Jupiler Pro League (Belgium),€8.5M,€37K,61.8,60.2,82.0,13.2,81,CB,187cm,Right
183277,E. Hazard,31,Belgium,Real Madrid,La Liga (Spain),€21.5M,€170K,75.0,80.2,27.7,9.0,81,CAM,175cm,Right
